# time       ekin         epot         x(t)         vx(t)        y(t)         vy(t)       
0.000000     -10.000000   0.500000     1.000000     0.000000     0.000000     1.000000    
0.010000     -10.004503   0.504503     0.999500     -0.100028    0.009998     0.999500    
0.020000     -10.018043   0.518043     0.997999     -0.200227    0.019987     0.997995    
0.030000     -10.040717   0.540717     0.995494     -0.300769    0.029955     0.995476    
0.040000     -10.072688   0.572689     0.991982     -0.401828    0.039893     0.991923    
0.050000     -10.114191   0.614191     0.987455     -0.503584    0.049790     0.987312    
0.060000     -10.165531   0.665531     0.981907     -0.606226    0.059635     0.981608    
0.070000     -10.227097   0.727098     0.975327     -0.709947    0.069418     0.974767    
0.080000     -10.299365   0.799367     0.967704     -0.814956    0.079127     0.966737    
0.090000     -10.382912   0.882914     0.959023     -0.921472    0.088749     0.957454    
0.100000     -10.478424   0.978427     0.949269     -1.029731    0.098272     0.946841    
0.110000     -10.586717   1.086720     0.938422     -1.139988    0.107681     0.934808    
0.120000     -10.708755   1.208758     0.926462     -1.252524    0.116963     0.921249    
0.130000     -10.845672   1.345677     0.913363     -1.367645    0.126101     0.906035    
0.140000     -10.998812   1.498817     0.899099     -1.485691    0.135077     0.889020    
0.150000     -11.169758   1.669765     0.883638     -1.607042    0.143874     0.870025    
0.160000     -11.360392   1.860400     0.866946     -1.732127    0.152471     0.848843    
0.170000     -11.572953   2.072962     0.848982     -1.861432    0.160843     0.825225    
0.180000     -11.810121   2.310133     0.829701     -1.995512    0.168966     0.798873    
0.190000     -12.075130   2.575144     0.809054     -2.135010    0.176811     0.769427    
0.200000     -12.371906   2.871923     0.786981     -2.280677    0.184343     0.736451    
0.210000     -12.705263   3.205284     0.763417     -2.433391    0.191526     0.699411    
0.220000     -13.081165   3.581191     0.738286     -2.594203    0.198316     0.657643    
0.230000     -13.507088   4.007120     0.711502     -2.764372    0.204661     0.610317    
0.240000     -13.992532   4.492572     0.682963     -2.945435    0.210500     0.556377    
0.250000     -14.549765   5.049816     0.652551     -3.139290    0.215762     0.494460    
0.260000     -15.194917   5.694982     0.620127     -3.348317    0.220357     0.422774    
0.270000     -15.949657   6.449742     0.585525     -3.575559    0.224177     0.338911    
0.280000     -16.843832   7.343945     0.548543     -3.824984    0.227085     0.239553    
0.290000     -17.919805   8.419960     0.508935     -4.101893    0.228902     0.119993    
0.300000     -19.239932   9.740151     0.466391     -4.413569    0.229395     -0.026698   
0.310000     -20.900199   11.400522    0.420515     -4.770371    0.228244     -0.211190   
0.320000     -23.057020   13.557525    0.370785     -5.187655    0.224991     -0.450867   
0.330000     -25.984953   16.485807    0.316485     -5.689380    0.218947     -0.776251   
0.340000     -30.217512   20.719132    0.256590     -6.315386    0.208994     -1.246660   
0.350000     -36.956345   27.460014    0.189539     -7.137015    0.193116     -1.995756   
0.360000     -49.625617   40.136958    0.112775     -8.287439    0.166996     -3.404744   
0.370000     -83.253473   73.815283    0.022290     -9.823003    0.118029     -7.151167   
0.380000     -185.756405  174.933785   -0.052382    2.150804     -0.012420    -18.580678  
0.390000     -75.738258   66.285537    0.033177     9.509966     -0.127797    -6.490887   
0.400000     -47.269283   37.778754    0.120728     8.044580     -0.173723    -3.292755   
0.410000     -35.808913   26.312149    0.195499     6.973628     -0.199415    -1.998201   
0.420000     -29.531809   20.033281    0.261166     6.197822     -0.215533    -1.285908   
0.430000     -25.525356   16.026147    0.320038     5.600385     -0.225959    -0.829448   
0.440000     -22.725731   13.226205    0.373550     5.117912     -0.232565    -0.509300   
0.450000     -20.649166   11.149472    0.422655     4.714393     -0.236412    -0.270999   
0.460000     -19.042689   9.542897     0.468025     4.367882     -0.238160    -0.086010   
0.470000     -17.760523   8.260671     0.510154     4.064171     -0.238253    0.062136    
0.480000     -16.712434   7.212543     0.549418     3.793594     -0.237005    0.183649    
0.490000     -15.839408   6.339490     0.586112     3.549314     -0.234646    0.285216    
0.500000     -15.101135   5.601198     0.620474     3.326327     -0.231351    0.371411    
0.510000     -14.469089   4.969139     0.652696     3.120870     -0.227257    0.445474    
0.520000     -13.922485   4.422524     0.682940     2.930048     -0.222474    0.509769    
0.530000     -13.445800   3.945831     0.711338     2.751588     -0.217088    0.566063    
0.540000     -13.027199   3.527224     0.738006     2.583671     -0.211174    0.615706    
0.550000     -12.657494   3.157515     0.763041     2.424822     -0.204793    0.659747    
0.560000     -12.329442   2.829459     0.786529     2.273829     -0.197995    0.699012    
0.570000     -12.037255   2.537269     0.808541     2.129681     -0.190826    0.734164    
0.580000     -11.776252   2.276264     0.829142     1.991525     -0.183324    0.765739    
0.590000     -11.542613   2.042623     0.848389     1.858637     -0.175522    0.794175    
0.600000     -11.333187   1.833194     0.866330     1.730393     -0.167449    0.819834    
0.610000     -11.145358   1.645364     0.883010     1.606254     -0.159133    0.843016    
0.620000     -10.976940   1.476946     0.898467     1.485746     -0.150596    0.863974    
0.630000     -10.826098   1.326102     0.912735     1.368452     -0.141860    0.882919    
0.640000     -10.691281   1.191285     0.925845     1.254000     -0.132944    0.900029    
0.650000     -10.571179   1.071182     0.937824     1.142060     -0.123865    0.915458    
0.660000     -10.464681   0.964683     0.948694     1.032329     -0.114640    0.929334    
0.670000     -10.370843   0.870845     0.958477     0.924535     -0.105283    0.941767    
0.680000     -10.288871   0.788872     0.967190     0.818426     -0.095809    0.952850    
0.690000     -10.218092   0.718093     0.974850     0.713769     -0.086230    0.962662    
0.700000     -10.157944   0.657945     0.981470     0.610349     -0.076560    0.971270    
0.710000     -10.107966   0.607966     0.987060     0.507960     -0.066809    0.978728    
0.720000     -10.067778   0.567779     0.991632     0.406410     -0.056989    0.985083    
0.730000     -10.037085   0.537085     0.995191     0.305513     -0.047111    0.990370    
0.740000     -10.015663   0.515664     0.997743     0.205090     -0.037185    0.994618    
0.750000     -10.003359   0.503359     0.999294     0.104967     -0.027222    0.997848    
0.760000     -10.000083   0.500083     0.999843     0.004973     -0.017231    1.000071    
0.770000     -10.005814   0.505814     0.999393     -0.095063    -0.007224    1.001295    
0.780000     -10.020591   0.520591     0.997941     -0.195312    0.002791     1.001517    
0.790000     -10.044521   0.544521     0.995485     -0.295945    0.012803     1.000729    
0.800000     -10.077775   0.577776     0.992020     -0.397140    0.022803     0.998915    
0.810000     -10.120598   0.620598     0.987540     -0.499077    0.032778     0.996052    
0.820000     -10.173306   0.673307     0.982036     -0.601945    0.042720     0.992107    
0.830000     -10.236300   0.736301     0.975497     -0.705941    0.052617     0.987041    
0.840000     -10.310069   0.810070     0.967913     -0.811276    0.062457     0.980802    
0.850000     -10.395203   0.895205     0.959267     -0.918173    0.072229     0.973328    
0.860000     -10.492405   0.992407     0.949543     -1.026870    0.081919     0.964548    
0.870000     -10.602510   1.102513     0.938723     -1.137630    0.091515     0.954371    
0.880000     -10.726503   1.226507     0.926783     -1.250736    0.101002     0.942695    
0.890000     -10.865547   1.365551     0.913699     -1.366501    0.110364     0.929396    
0.900000     -11.021013   1.521018     0.899443     -1.485275    0.119584     0.914327    
0.910000     -11.194523   1.694530     0.883982     -1.607446    0.128644     0.897317    
0.920000     -11.388004   1.888012     0.867281     -1.733454    0.137523     0.878158    
0.930000     -11.603747   2.103757     0.849299     -1.863797    0.146199     0.856606    
0.940000     -11.844504   2.344516     0.829989     -1.999050    0.154646     0.832366    
0.950000     -12.113592   2.613607     0.809300     -2.139874    0.162836     0.805080    
0.960000     -12.415046   2.915063     0.787171     -2.287042    0.170736     0.774316    
0.970000     -12.753818   3.253840     0.763535     -2.441467    0.178309     0.739539    
0.980000     -13.136056   3.636083     0.738314     -2.604236    0.185512     0.700087    
0.990000     -13.569475   4.069508     0.711418     -2.776658    0.192293     0.655126    
1.000000     -14.063904   4.563946     0.682744     -2.960332    0.198593     0.603594    
1.010000     -14.632062   5.132115     0.652168     -3.157241    0.204339     0.544114    
1.020000     -15.290719   5.790787     0.619547     -3.369877    0.209443     0.474869    
1.030000     -16.062473   6.562562     0.584708     -3.601438    0.213796     0.393406    
1.040000     -16.978572   7.478691     0.547442     -3.856108    0.217259     0.296331    
1.050000     -18.083568   8.583730     0.507491     -4.139504    0.219655     0.178795    
1.060000     -19.443398   9.943628     0.464532     -4.459386    0.220745     0.033614    
1.070000     -21.160278   11.660620    0.418147     -4.826865    0.220200     -0.150369   
1.080000     -23.402262   13.902802    0.367784     -5.258546    0.217550     -0.391526   
1.090000     -26.467892   16.968817    0.312680     -5.780617    0.212076     -0.722565   
1.100000     -30.947124   21.448912    0.251732     -6.437228    0.202597     -1.208274   
1.110000     -38.203027   28.707211    0.183234     -7.308843    0.186931     -1.998810   
1.120000     -52.291926   42.805653    0.104354     -8.547383    0.160252     -3.543099   
1.130000     -92.600221   83.180462    0.010795     -10.111177   0.107450     -8.007810   
1.140000     -168.651945  158.605946   -0.047158    5.670057     -0.035943    -16.883789  
1.150000     -69.589685   60.126123    0.043457     9.196092     -0.136971    -5.973620   
1.160000     -45.171112   35.679099    0.128237     7.816961     -0.180457    -3.202080   
1.170000     -34.749031   25.251900    0.201124     6.817829     -0.205828    -2.005244   
1.180000     -28.886058   19.387399    0.265461     6.084163     -0.222208    -1.325804   
1.190000     -25.087406   15.588140    0.323340     5.513453     -0.233106    -0.882106   
1.200000     -22.407550   12.907995    0.376079     5.049228     -0.240268    -0.566819   
1.210000     -20.406710   10.906999    0.424567     4.658887     -0.244698    -0.329800   
1.220000     -18.851387   9.351586     0.469433     4.322307     -0.247033    -0.144329   
1.230000     -17.605542   8.105684     0.511146     4.026331     -0.247703    0.005216    
1.240000     -16.584259   7.084363     0.550064     3.761939     -0.247015    0.128614    
1.250000     -15.731644   6.231723     0.586468     3.522708     -0.245195    0.232320    
1.260000     -15.009315   5.509376     0.620585     3.303915     -0.242418    0.320778    
1.270000     -14.389993   4.890041     0.652602     3.101991     -0.238820    0.397154    
1.280000     -13.853731   4.353769     0.682672     2.914182     -0.234507    0.463770    
1.290000     -13.385587   3.885617     0.710925     2.738315     -0.229571    0.522367    
1.300000     -12.974138   3.474163     0.737472     2.572650     -0.224082    0.574280    
1.310000     -12.610497   3.110517     0.762407     2.415771     -0.218104    0.620550    
1.320000     -12.287643   2.787660     0.785812     2.266511     -0.211687    0.662002    
1.330000     -11.999958   2.499972     0.807759     2.123895     -0.204877    0.699295    
1.340000     -11.742891   2.242903     0.828309     1.987099     -0.197713    0.732968    
1.350000     -11.512723   2.012732     0.847518     1.855422     -0.190228    0.763460    
1.360000     -11.306382   1.806389     0.865433     1.728261     -0.182453    0.791134    
1.370000     -11.121317   1.621323     0.882096     1.605089     -0.174414    0.816294    
1.380000     -10.955395   1.455400     0.897546     1.485447     -0.166135    0.839194    
1.390000     -10.806821   1.306825     0.911815     1.368929     -0.157637    0.860049    
1.400000     -10.674081   1.174085     0.924934     1.255172     -0.148940    0.879041    
1.410000     -10.555894   1.055897     0.936927     1.143852     -0.140062    0.896324    
1.420000     -10.451172   0.951174     0.947818     1.034673     -0.131019    0.912030    
1.430000     -10.358995   0.858996     0.957627     0.927369     -0.121826    0.926272    
1.440000     -10.278584   0.778585     0.966371     0.821692     -0.112498    0.939144    
1.450000     -10.209284   0.709285     0.974065     0.717414     -0.103047    0.950730    
1.460000     -10.150547   0.650548     0.980723     0.614321     -0.093487    0.961096    
1.470000     -10.101922   0.601923     0.986355     0.512211     -0.083829    0.970302    
1.480000     -10.063044   0.563044     0.990970     0.410894     -0.074085    0.978394    
1.490000     -10.033626   0.533626     0.994575     0.310185     -0.064265    0.985412    
1.500000     -10.013453   0.513454     0.997175     0.209907     -0.054380    0.991386    
1.510000     -10.002383   0.502383     0.998774     0.109886     -0.044440    0.996339    
1.520000     -10.000334   0.500334     0.999373     0.009952     -0.034457    1.000284    
1.530000     -10.007293   0.507293     0.998972     -0.090065    -0.024438    1.003232    
1.540000     -10.023309   0.523309     0.997571     -0.190337    -0.014395    1.005182    
1.550000     -10.048497   0.548498     0.995164     -0.291037    -0.004338    1.006128    
1.560000     -10.083040   0.583040     0.991748     -0.392340    0.005724     1.006056    
1.570000     -10.127188   0.627189     0.987315     -0.494431    0.015780     1.004946    
1.580000     -10.181273   0.681273     0.981856     -0.597499    0.025819     1.002767    
1.590000     -10.245703   0.745705     0.975361     -0.701745    0.035832     0.999482    
1.600000     -10.320983   0.820985     0.967817     -0.807380    0.045805     0.995042    
1.610000     -10.407717   0.907719     0.959208     -0.914630    0.055728     0.989388    
1.620000     -10.506625   1.006627     0.949518     -1.023741    0.065589     0.982450    
1.630000     -10.618560   1.118563     0.938726     -1.134977    0.075373     0.974143    
1.640000     -10.744531   1.244535     0.926810     -1.248627    0.085067     0.964365    
1.650000     -10.885726   1.385730     0.913745     -1.365013    0.094655     0.952996    
1.660000     -11.043548   1.543554     0.899500     -1.484490    0.104121     0.939893    
1.670000     -11.219659   1.719666     0.884043     -1.607457    0.113447     0.924886    
1.680000     -11.416028   1.916036     0.867338     -1.734364    0.122612     0.907774    
1.690000     -11.635006   2.135016     0.849341     -1.865725    0.131594     0.888313    
1.700000     -11.879413   2.379425     0.830007     -2.002130    0.140369     0.866213    
1.710000     -12.152654   2.652669     0.809280     -2.144261    0.148909     0.841119    
1.720000     -12.458876   2.958895     0.787100     -2.292917    0.157180     0.812601    
1.730000     -12.803178   3.303201     0.763397     -2.449041    0.165148     0.780127    
1.740000     -13.191893   3.691921     0.738091     -2.613760    0.172768     0.743034    
1.750000     -13.632991   4.133025     0.711089     -2.788435    0.179990     0.700487    
1.760000     -14.136639   4.636682     0.682284     -2.974730    0.186756     0.651417    
1.770000     -14.716031   5.216085     0.651549     -3.174715    0.192993     0.594434    
1.780000     -15.388607   5.888677     0.618736     -3.391002    0.198613     0.527696    
1.790000     -16.177950   6.678042     0.583664     -3.626947    0.203506     0.448706    
1.800000     -17.116788   7.616911     0.546117     -3.886967    0.207535     0.353987    
1.810000     -18.252007   8.752177     0.505826     -4.177014    0.210518     0.238548    
1.820000     -19.653397   10.153639    0.462451     -4.505360    0.212213     0.094934    
1.830000     -21.429920   11.930283    0.415554     -4.883926    0.212286     -0.088529   
1.840000     -23.762396   14.262974    0.364549     -5.330685    0.210249     -0.331286   
1.850000     -26.976079   17.477083    0.308623     -5.874295    0.205352     -0.668453   
1.860000     -31.725191   22.227172    0.246586     -6.563771    0.196343     -1.171004   
1.870000     -39.562932   30.067731    0.176575     -7.490095    0.180858     -2.008466   
1.880000     -55.334883   45.851694    0.095440     -8.826449    0.153460     -3.714455   
1.890000     -104.420154  95.019369    -0.001264    -10.322312   0.095759     -9.137210   
1.900000     -145.997424  136.441464   -0.038565    7.714196     -0.056606    -14.607331  
1.910000     -64.476432   55.004870    0.053148     8.892142     -0.145705    -5.562334   
1.920000     -43.290115   33.796910    0.135319     7.602925     -0.187215    -3.128793   
1.930000     -33.766743   24.269298    0.206421     6.668869     -0.212356    -2.016129   
1.940000     -28.276741   18.777967    0.269479     5.974072     -0.229015    -1.366162   
1.950000     -24.669553   15.170235    0.326390     5.428423     -0.240384    -0.934180   
1.960000     -22.101685   12.602103    0.378371     4.981522     -0.248093    -0.623417   
1.970000     -20.172383   10.672657    0.426248     4.603811     -0.253098    -0.387601   
1.980000     -18.665755   9.165944     0.470614     4.276824     -0.256009    -0.201663   
1.990000     -17.454685   7.954821     0.511911     3.988366     -0.257246    -0.050773   
2.000000     -16.459188   6.959288     0.550480     3.730018     -0.257109    0.074443    
2.010000     -15.626281   6.126357     0.586591     3.495745     -0.255821    0.180219    
2.020000     -14.919394   5.419453     0.620460     3.281087     -0.253554    0.270874    
2.030000     -14.312430   4.812477     0.652266     3.082661     -0.250443    0.349503    
2.040000     -13.786236   4.286273     0.682158     2.897844     -0.246596    0.418382    
2.050000     -13.326422   3.826452     0.710261     2.724563     -0.242102    0.479230    
2.060000     -12.921961   3.421985     0.736681     2.561150     -0.237034    0.533366    
2.070000     -12.564254   3.064273     0.761512     2.406248     -0.231453    0.581824    
2.080000     -12.246495   2.746511     0.784831     2.258731     -0.225413    0.625424    
2.090000     -11.963228   2.463241     0.806708     2.117661     -0.218959    0.664825    
2.100000     -11.710028   2.210039     0.827203     1.982243     -0.212129    0.700565    
2.110000     -11.483273   1.983282     0.846369     1.851797     -0.204958    0.733084    
2.120000     -11.279971   1.779978     0.864253     1.725738     -0.197477    0.762748    
2.130000     -11.097631   1.597637     0.880896     1.603556     -0.189712    0.789862    
2.140000     -10.934171   1.434176     0.896335     1.484803     -0.181687    0.814684    
2.150000     -10.787838   1.287842     0.910603     1.369085     -0.173425    0.837431    
2.160000     -10.657151   1.157154     0.923726     1.256046     -0.164945    0.858287    
2.170000     -10.540858   1.040860     0.935731     1.145371     -0.156265    0.877409    
2.180000     -10.437896   0.937898     0.946640     1.036770     -0.147402    0.894932    
2.190000     -10.347364   0.847366     0.956473     0.929982     -0.138371    0.910970    
2.200000     -10.268503   0.768504     0.965245     0.824763     -0.129187    0.925621    
2.210000     -10.200672   0.700673     0.972972     0.720888     -0.119863    0.938971    
2.220000     -10.143337   0.643338     0.979667     0.618148     -0.110411    0.951088    
2.230000     -10.096060   0.596060     0.985338     0.516343     -0.100845    0.962034    
2.240000     -10.058486   0.558486     0.989996     0.415285     -0.091174    0.971859    
2.250000     -10.030338   0.530338     0.993646     0.314790     -0.081411    0.980603    
2.260000     -10.011412   0.511412     0.996293     0.214683     -0.071566    0.988300    
2.270000     -10.001574   0.501574     0.997940     0.114791     -0.061649    0.994973    
2.280000     -10.000752   0.500752     0.998589     0.014944     -0.051670    1.000640    
2.290000     -10.008940   0.508940     0.998239     -0.085029    -0.041639    1.005311    
2.300000     -10.026198   0.526198     0.996887     -0.185298    -0.031567    1.008990    
2.310000     -10.052648   0.552648     0.994531     -0.286036    -0.021463    1.011672    
2.320000     -10.088482   0.588483     0.991165     -0.387423    -0.011337    1.013345    
2.330000     -10.133963   0.633964     0.986780     -0.489641    -0.001199    1.013992    
2.340000     -10.189431   0.689432     0.981368     -0.592883    0.008940     1.013585    
2.350000     -10.255308   0.755309     0.974918     -0.697351    0.019069     1.012087    
2.360000     -10.332110   0.832112     0.967417     -0.803259    0.029178     1.009454    
2.370000     -10.420457   0.920459     0.958848     -0.910838    0.039254     1.005630    
2.380000     -10.521086   1.021089     0.949193     -1.020336    0.049286     1.000546    
2.390000     -10.634870   1.134874     0.938434     -1.132022    0.059261     0.994120    
2.400000     -10.762841   1.262845     0.926545     -1.246191    0.069164     0.986254    
2.410000     -10.906213   1.406218     0.913501     -1.363172    0.078981     0.976831    
2.420000     -11.066423   1.566429     0.899271     -1.483327    0.088695     0.965712    
2.430000     -11.245169   1.745177     0.883822     -1.607065    0.098289     0.952730    
2.440000     -11.444471   1.944479     0.867116     -1.734850    0.107743     0.937686    
2.450000     -11.666735   2.166746     0.849110     -1.867207    0.117035     0.920342    
2.460000     -11.914855   2.414868     0.829755     -2.004744    0.126141     0.900410    
2.470000     -12.192327   2.692342     0.808996     -2.148164    0.135033     0.877540    
2.480000     -12.503413   3.003431     0.786770     -2.298292    0.143681     0.851304    
2.490000     -12.853360   3.353383     0.763005     -2.456103    0.152047     0.821172    
2.500000     -13.248700   3.748729     0.737618     -2.622766    0.160089     0.786482    
2.510000     -13.697663   4.197698     0.710516     -2.799694    0.167758     0.746399    
2.520000     -14.210774   4.710818     0.681585     -2.988621    0.174996     0.699846    
2.530000     -14.801720   5.301777     0.650696     -3.191706    0.181729     0.645421    
2.540000     -15.488650   5.988723     0.617695     -3.411684    0.187872     0.581258    
2.550000     -16.296180   6.796276     0.582396     -3.652084    0.193314     0.504812    
2.560000     -17.258616   7.758744     0.544571     -3.917564    0.197916     0.412528    
2.570000     -18.425331   8.925509     0.503941     -4.214435    0.201496     0.299260    
2.580000     -19.870257   10.370513    0.460150     -4.551515    0.203807     0.157272    
2.590000     -21.709681   12.210066    0.412736     -4.941606    0.204507     -0.025665   
2.600000     -24.138445   14.639065    0.361080     -5.404179    0.203092     -0.270156   
2.610000     -27.511630   18.012721    0.304313     -5.970634    0.198780     -0.613984   
2.620000     -32.556908   23.059110    0.241150     -6.695495    0.190238     -1.135149   
2.630000     -41.052792   31.558333    0.169551     -7.681906    0.174894     -2.026076   
2.640000     -58.841361   49.362213    0.086005     -9.126779    0.146579     -3.927637   
2.650000     -119.523897  110.124909   -0.013752    -10.343859   0.082527     -10.642105  
2.660000     -125.563131  116.151702   -0.028440    8.643270     -0.074390    -12.553776  
2.670000     -60.161376   50.683885    0.062275     8.602538     -0.154113    -5.231071   
2.680000     -41.593561   32.099389    0.141992     7.401015     -0.194013    -3.069814   
2.690000     -32.853571   23.355857    0.211397     6.526092     -0.218995    -2.030229   
2.700000     -27.700757   18.201881    0.273221     5.867249     -0.235949    -1.406822   
2.710000     -24.270399   14.771033    0.329190     5.345147     -0.247787    -0.985629   
2.720000     -21.807414   12.307807    0.380424     4.914717     -0.256036    -0.679092   
2.730000     -19.945772   10.446032    0.427697     4.549128     -0.261604    -0.444405   
2.740000     -18.485538   8.985719     0.471564     4.231414     -0.265082    -0.258019   
2.750000     -17.307788   7.807918     0.512445     3.950270     -0.266877    -0.105836   
2.760000     -16.337109   6.837206     0.550664     3.697832     -0.267282    0.021132    
2.770000     -15.523240   6.023313     0.586478     3.468430     -0.266517    0.128911    
2.780000     -14.831317   5.331374     0.620095     3.257852     -0.264753    0.221699    
2.790000     -14.236359   4.736404     0.651686     3.062889     -0.262123    0.302519    
2.800000     -13.719967   4.220003     0.681396     2.881045     -0.258735    0.373607    
2.810000     -13.268280   3.768309     0.709344     2.710341     -0.254677    0.436655    
2.820000     -12.870649   3.370672     0.735634     2.549182     -0.250024    0.492968    
2.830000     -12.518750   3.018769     0.760355     2.396261     -0.244836    0.543572    
2.840000     -12.205985   2.706001     0.783583     2.250499     -0.239168    0.589283    
2.850000     -11.927054   2.427067     0.805385     2.110990     -0.233065    0.630757    
2.860000     -11.677655   2.177666     0.825821     1.976966     -0.226565    0.668532    
2.870000     -11.454258   1.954267     0.844941     1.847770     -0.219705    0.703050    
2.880000     -11.253948   1.753955     0.862790     1.722834     -0.212514    0.734679    
2.890000     -11.074295   1.574301     0.879410     1.601663     -0.205020    0.763725    
2.900000     -10.913264   1.413269     0.894835     1.483823     -0.197247    0.790448    
2.910000     -10.769144   1.269148     0.909096     1.368927     -0.189218    0.815068    
2.920000     -10.640487   1.140491     0.922222     1.256631     -0.180952    0.837770    
2.930000     -10.526069   1.026071     0.934236     1.146625     -0.172468    0.858716    
2.940000     -10.424850   0.924852     0.945161     1.038627     -0.163783    0.878042    
2.950000     -10.335950   0.835952     0.955014     0.932379     -0.154912    0.895864    
2.960000     -10.258626   0.758628     0.963813     0.827643     -0.145870    0.912284    
2.970000     -10.192254   0.692255     0.971572     0.724199     -0.136671    0.927387    
2.980000     -10.136314   0.636315     0.978301     0.621837     -0.127327    0.941248    
2.990000     -10.090377   0.590378     0.984011     0.520364     -0.117850    0.953927    
3.000000     -10.054102   0.554102     0.988710     0.419590     -0.108252    0.965478    
3.010000     -10.027221   0.527221     0.992405     0.319335     -0.098544    0.975944    
3.020000     -10.009540   0.509540     0.995098     0.219425     -0.088737    0.985359    
3.030000     -10.000932   0.500932     0.996794     0.119688     -0.078840    0.993750    
3.040000     -10.001336   0.501336     0.997492     0.019954     -0.068865    1.001137    
3.050000     -10.010755   0.510755     0.997192     -0.079947    -0.058821    1.007531    
3.060000     -10.029256   0.529257     0.995892     -0.180186    -0.048717    1.012939    
3.070000     -10.056972   0.556973     0.993587     -0.280938    -0.038565    1.017359    
3.080000     -10.094103   0.594104     0.990271     -0.382380    -0.028374    1.020781    
3.090000     -10.140923   0.640924     0.985936     -0.484699    -0.018153    1.023188    
3.100000     -10.197782   0.697783     0.980573     -0.588089    -0.007913    1.024557    
3.110000     -10.265115   0.765116     0.974170     -0.692753    0.002335     1.024854    
3.120000     -10.343451   0.843453     0.966713     -0.798909    0.012580     1.024036    
3.130000     -10.433425   0.933427     0.958187     -0.906790    0.022812     1.022050    
3.140000     -10.535791   1.035794     0.948571     -1.016648    0.033017     1.018831    
3.150000     -10.651444   1.151447     0.937846     -1.128757    0.043184     1.014298    
3.160000     -10.781436   1.281440     0.925988     -1.243420    0.053298     1.008359    
3.170000     -10.927012   1.427017     0.912968     -1.360969    0.063346     1.000898    
3.180000     -11.089641   1.589647     0.898757     -1.481778    0.073311     0.991780    
3.190000     -11.271061   1.771068     0.883321     -1.606264    0.083176     0.980842    
3.200000     -11.473339   1.973348     0.866618     -1.734902    0.092921     0.967890    
3.210000     -11.698943   2.198954     0.848607     -1.868233    0.102526     0.952688    
3.220000     -11.950841   2.450854     0.829236     -2.006881    0.111966     0.934953    
3.230000     -12.232621   2.732637     0.808450     -2.151572    0.121216     0.914338    
3.240000     -12.548667   3.048687     0.786182     -2.303156    0.130242     0.890419    
3.250000     -12.904381   3.404405     0.762360     -2.462643    0.139011     0.862669    
3.260000     -13.306498   3.806527     0.736899     -2.631244    0.147481     0.830428    
3.270000     -13.763520   4.263557     0.709701     -2.810425    0.155602     0.792857    
3.280000     -14.286345   4.786391     0.680650     -3.001993    0.163317     0.748878    
3.290000     -14.889180   5.389238     0.649612     -3.208203    0.170554     0.697074    
3.300000     -15.590915   6.090990     0.616428     -3.431917    0.177226     0.635554    
3.310000     -16.417262   6.917361     0.580904     -3.676844    0.183225     0.561730    
3.320000     -17.404197   7.904331     0.542805     -3.947900    0.188409     0.471959    
3.330000     -18.603755   9.103941     0.501838     -4.251777    0.192594     0.360939    
3.340000     -20.094324   10.594593    0.457631     -4.597881    0.195531     0.220637    
3.350000     -22.000152   12.500561    0.409697     -4.999966    0.196869     0.038230    
3.360000     -24.531517   15.032183    0.357379     -5.479146    0.196087     -0.208149   
3.370000     -28.076890   18.578080    0.299748     -6.069877    0.192365     -0.559239   
3.380000     -33.448227   23.950686    0.235418     -6.832938    0.184285     -1.101057   
3.390000     -42.692783   33.199226    0.162147     -7.885582    0.169035     -2.053301   
3.400000     -62.926299   53.452518    0.076017     -9.450420    0.139556     -4.194592   
3.410000     -138.611019  129.130208   -0.026322    -9.938603    0.067171     -12.628721  
3.420000     -109.154363  99.757892    -0.017875    8.956470     -0.089853    -10.922336  
3.430000     -56.472474   46.990538    0.070863     8.328643     -0.162280    -4.961329   
3.440000     -40.055035   30.560071    0.148271     7.209954     -0.200858    -3.022699   
3.450000     -32.002270   22.504322    0.216058     6.388925     -0.225746    -2.047019   
3.460000     -27.155368   17.656401    0.276689     5.763429     -0.243006    -1.447648   
3.470000     -23.888684   14.389276    0.331738     5.263495     -0.255309    -1.036422   
3.480000     -21.524076   12.024446    0.382239     4.848750     -0.264089    -0.733839   
3.490000     -19.726499   10.226746    0.428912     4.494805     -0.270212    -0.500219   
3.500000     -18.310504   8.810676     0.472283     4.186064     -0.274247    -0.313404   
3.510000     -17.164700   7.664824     0.512748     3.912040     -0.276590    -0.159981   
3.520000     -16.217920   6.718013     0.550614     3.665385     -0.277528    -0.031323   
3.530000     -15.422449   5.922520     0.586128     3.440769     -0.277279    0.078393    
3.540000     -14.745031   5.245087     0.619489     3.234217     -0.276009    0.173251    
3.550000     -14.161740   4.661783     0.650862     3.042684     -0.273853    0.256203    
3.560000     -13.654895   4.154929     0.680385     2.863796     -0.270917    0.329445    
3.570000     -13.211139   3.711167     0.708173     2.695661     -0.267290    0.394643    
3.580000     -12.820183   3.320206     0.734328     2.536754     -0.263046    0.453089    
3.590000     -12.473971   2.973990     0.758935     2.385822     -0.258247    0.505798    
3.600000     -12.166102   2.666117     0.782067     2.241826     -0.252947    0.553581    
3.610000     -11.891428   2.391441     0.803791     2.103892     -0.247190    0.597094    
3.620000     -11.645763   2.145774     0.824163     1.971278     -0.241017    0.636874    
3.630000     -11.425671   1.925680     0.843232     1.843351     -0.234463    0.673364    
